 Drosophila Celegans
0 "gi|671162298|ref|NP_001288144.1| unextended, isoform H [Drosophila melanogaster]" "gi|392925573|ref|NP_508521.2| Protein C33D12.2 [Caenorhabditis elegans]"
149 "gi|665410477|ref|NP_001287088.1| CG9674, isoform I [Drosophila melanogaster]" "gi|453232852|ref|NP_001263967.1| Protein W07E11.1, isoform b [Caenorhabditis elegans]"
150 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392900322|ref|NP_001255458.1| Protein FRK-1, isoform b [Caenorhabditis elegans]"
151 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392900324|ref|NP_001255459.1| Protein FRK-1, isoform a [Caenorhabditis elegans]"
152 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392902332|ref|NP_001255960.1| Protein F11E6.8, isoform a [Caenorhabditis elegans]"
153 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392902334|ref|NP_001255961.1| Protein F11E6.8, isoform b [Caenorhabditis elegans]"
154 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392901251|ref|NP_001255653.1| Protein ARK-1, isoform b [Caenorhabditis elegans]"
155 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392901253|ref|NP_001255654.1| Protein ARK-1, isoform a [Caenorhabditis elegans]"
156 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392926686|ref|NP_001257058.1| Protein KIN-9, isoform c [Caenorhabditis elegans]"
157 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392894369|ref|NP_497650.4| Protein DAF-2, isoform a [Caenorhabditis elegans]"
158 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392900653|ref|NP_502040.2| Protein Y69E1A.3 [Caenorhabditis elegans]"
159 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392919292|ref|NP_504685.3| Protein SCD-2 [Caenorhabditis elegans]"
160 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|453229510|ref|NP_492969.2| Protein W04G5.10 [Caenorhabditis elegans]"
161 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392891209|ref|NP_741034.2| Protein KIN-15, isoform b [Caenorhabditis elegans]"
162 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392891330|ref|NP_496130.2| Protein OLD-1 [Caenorhabditis elegans]"
163 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392922123|ref|NP_506771.3| Protein KIN-30 [Caenorhabditis elegans]"
164 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392891211|ref|NP_741035.2| Protein KIN-15, isoform a [Caenorhabditis elegans]"
165 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392891857|ref|NP_871923.3| Protein KIN-6 [Caenorhabditis elegans]"
166 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392927217|ref|NP_509835.2| Protein VER-4 [Caenorhabditis elegans]"
167 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392925756|ref|NP_508684.4| Protein LIN-18 [Caenorhabditis elegans]"
168 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392900212|ref|NP_501761.2| Protein KIN-24 [Caenorhabditis elegans]"
169 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392902222|ref|NP_001255930.1| Protein Y116A8C.38, isoform b [Caenorhabditis elegans]"
170 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392919673|ref|NP_001256097.1| Protein ROL-3 [Caenorhabditis elegans]"
171 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392902188|ref|NP_001255918.1| Protein Y116A8C.24, isoform a [Caenorhabditis elegans]"
172 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392902186|ref|NP_001255917.1| Protein Y116A8C.24, isoform b [Caenorhabditis elegans]"
173 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392902224|ref|NP_001255931.1| Protein Y116A8C.38, isoform a [Caenorhabditis elegans]"
174 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392895381|ref|NP_001254942.1| Protein ZAK-1, isoform c [Caenorhabditis elegans]"
175 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392891216|ref|NP_496025.2| Protein R09D1.12 [Caenorhabditis elegans]"
176 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392900818|ref|NP_502160.4| Protein F22B3.8 [Caenorhabditis elegans]"
177 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392921744|ref|NP_001256560.1| Protein PAR-1, isoform j [Caenorhabditis elegans]"
178 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
179 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
180 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
181 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
182 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899985|ref|NP_001255377.1| Protein WNK-1, isoform c [Caenorhabditis elegans]"
183 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899981|ref|NP_001255375.1| Protein WNK-1, isoform f [Caenorhabditis elegans]"
184 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899969|ref|NP_001255370.1| Protein WNK-1, isoform d [Caenorhabditis elegans]"
185 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899965|ref|NP_001255368.1| Protein WNK-1, isoform j [Caenorhabditis elegans]"
186 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899979|ref|NP_001255374.1| Protein WNK-1, isoform l [Caenorhabditis elegans]"
187 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899973|ref|NP_001255372.1| Protein WNK-1, isoform g [Caenorhabditis elegans]"
188 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899963|ref|NP_001255367.1| Protein WNK-1, isoform m [Caenorhabditis elegans]"
189 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899983|ref|NP_001255376.1| Protein WNK-1, isoform i [Caenorhabditis elegans]"
190 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899975|ref|NP_001255373.1| Protein WNK-1, isoform h [Caenorhabditis elegans]"
191 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899971|ref|NP_001255371.1| Protein WNK-1, isoform e [Caenorhabditis elegans]"
192 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899967|ref|NP_001255369.1| Protein WNK-1, isoform k [Caenorhabditis elegans]"
193 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899406|ref|NP_001255294.1| Protein UNC-82, isoform e [Caenorhabditis elegans]"
194 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899412|ref|NP_001255296.1| Protein UNC-82, isoform d [Caenorhabditis elegans]"
195 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899408|ref|NP_501186.5| Protein UNC-82, isoform b [Caenorhabditis elegans]"
196 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899418|ref|NP_501185.5| Protein UNC-82, isoform a [Caenorhabditis elegans]"
197 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899410|ref|NP_001255295.1| Protein UNC-82, isoform f [Caenorhabditis elegans]"
198 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899414|ref|NP_001255297.1| Protein UNC-82, isoform g [Caenorhabditis elegans]"
199 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392899416|ref|NP_001255298.1| Protein UNC-82, isoform h [Caenorhabditis elegans]"
200 "gi|665410469|ref|NP_001287085.1| Abl tyrosine kinase, isoform J [Drosophila melanogaster]" "gi|392894988|ref|NP_498153.3| Protein W03A5.1 [Caenorhabditis elegans]"
201 "gi|665410426|ref|NP_001287076.1| pHCl, isoform R [Drosophila melanogaster]" "gi|392894217|ref|NP_497489.3| Protein LGC-42 [Caenorhabditis elegans]"
202 "gi|665410426|ref|NP_001287076.1| pHCl, isoform R [Drosophila melanogaster]" "gi|392896495|ref|NP_001022781.2| Protein UNC-49, isoform a [Caenorhabditis elegans]"
203 "gi|665410426|ref|NP_001287076.1| pHCl, isoform R [Drosophila melanogaster]" "gi|392919349|ref|NP_504741.3| Protein LGC-54 [Caenorhabditis elegans]"
204 "gi|665410424|ref|NP_001287075.1| pHCl, isoform Q [Drosophila melanogaster]" "gi|392894217|ref|NP_497489.3| Protein LGC-42 [Caenorhabditis elegans]"
205 "gi|665410424|ref|NP_001287075.1| pHCl, isoform Q [Drosophila melanogaster]" "gi|392896495|ref|NP_001022781.2| Protein UNC-49, isoform a [Caenorhabditis elegans]"
206 "gi|665410424|ref|NP_001287075.1| pHCl, isoform Q [Drosophila melanogaster]" "gi|392919349|ref|NP_504741.3| Protein LGC-54 [Caenorhabditis elegans]"
207 "gi|665410413|ref|NP_001287073.1| CG34452, isoform C [Drosophila melanogaster]" "gi|392898895|ref|NP_500615.2| Protein BUS-4 [Caenorhabditis elegans]"
208 "gi|665410301|ref|NP_001097593.2| CG10663, isoform D [Drosophila melanogaster]" "gi|392899625|ref|NP_501379.2| Protein SVH-1 [Caenorhabditis elegans]"
209 "gi|665410270|ref|NP_001287039.1| regulatory particle triple-A ATPase 4-related, isoform B [Drosophila melanogaster]" "gi|392896460|ref|NP_499298.2| Protein YMEL-1 [Caenorhabditis elegans]"
210 "gi|665410270|ref|NP_001287039.1| regulatory particle triple-A ATPase 4-related, isoform B [Drosophila melanogaster]" "gi|392919885|ref|NP_001256115.1| Protein SPAS-1, isoform c [Caenorhabditis elegans]"
211 "gi|665410170|ref|NP_001287014.1| ubiquitin conjugating enzyme 4, isoform C [Drosophila melanogaster]" "gi|392926783|ref|NP_509502.3| Protein UBC-21 [Caenorhabditis elegans]"
212 "gi|665410170|ref|NP_001287014.1| ubiquitin conjugating enzyme 4, isoform C [Drosophila melanogaster]" "gi|392926778|ref|NP_001257066.1| Protein C28G1.10 [Caenorhabditis elegans]"
213 "gi|665410168|ref|NP_001287013.1| ubiquitin conjugating enzyme 4, isoform B [Drosophila melanogaster]" "gi|392926783|ref|NP_509502.3| Protein UBC-21 [Caenorhabditis elegans]"
214 "gi|665410168|ref|NP_001287013.1| ubiquitin conjugating enzyme 4, isoform B [Drosophila melanogaster]" "gi|392926778|ref|NP_001257066.1| Protein C28G1.10 [Caenorhabditis elegans]"
215 "gi|665410166|ref|NP_001287012.1| CG6767, isoform J [Drosophila melanogaster]" "gi|453231964|ref|NP_498586.2| Protein R151.2, isoform a [Caenorhabditis elegans]"
216 "gi|665410166|ref|NP_001287012.1| CG6767, isoform J [Drosophila melanogaster]" "gi|453231962|ref|NP_001022728.2| Protein R151.2, isoform d [Caenorhabditis elegans]"
217 "gi|665410166|ref|NP_001287012.1| CG6767, isoform J [Drosophila melanogaster]" "gi|453231966|ref|NP_498585.3| Protein R151.2, isoform b [Caenorhabditis elegans]"
218 "gi|665410166|ref|NP_001287012.1| CG6767, isoform J [Drosophila melanogaster]" "gi|453231968|ref|NP_498587.2| Protein R151.2, isoform c [Caenorhabditis elegans]"
219 "gi|665410166|ref|NP_001287012.1| CG6767, isoform J [Drosophila melanogaster]" "gi|392927249|ref|NP_001257131.1| Protein W04G3.5, isoform a [Caenorhabditis elegans]"
220 "gi|665410166|ref|NP_001287012.1| CG6767, isoform J [Drosophila melanogaster]" "gi|392927247|ref|NP_001257130.1| Protein W04G3.5, isoform b [Caenorhabditis elegans]"
221 "gi|665410164|ref|NP_001287011.1| CG6767, isoform I [Drosophila melanogaster]" "gi|453231964|ref|NP_498586.2| Protein R151.2, isoform a [Caenorhabditis elegans]"
222 "gi|665410164|ref|NP_001287011.1| CG6767, isoform I [Drosophila melanogaster]" "gi|453231962|ref|NP_001022728.2| Protein R151.2, isoform d [Caenorhabditis elegans]"
223 "gi|665410164|ref|NP_001287011.1| CG6767, isoform I [Drosophila melanogaster]" "gi|453231966|ref|NP_498585.3| Protein R151.2, isoform b [Caenorhabditis elegans]"
224 "gi|665410164|ref|NP_001287011.1| CG6767, isoform I [Drosophila melanogaster]" "gi|453231968|ref|NP_498587.2| Protein R151.2, isoform c [Caenorhabditis elegans]"
225 "gi|665410164|ref|NP_001287011.1| CG6767, isoform I [Drosophila melanogaster]" "gi|392927249|ref|NP_001257131.1| Protein W04G3.5, isoform a [Caenorhabditis elegans]"
226 "gi|665410164|ref|NP_001287011.1| CG6767, isoform I [Drosophila melanogaster]" "gi|392927247|ref|NP_001257130.1| Protein W04G3.5, isoform b [Caenorhabditis elegans]"
227 "gi|665410162|ref|NP_001287010.1| CG6767, isoform H [Drosophila melanogaster]" "gi|453231964|ref|NP_498586.2| Protein R151.2, isoform a [Caenorhabditis elegans]"
228 "gi|665410162|ref|NP_001287010.1| CG6767, isoform H [Drosophila melanogaster]" "gi|453231962|ref|NP_001022728.2| Protein R151.2, isoform d [Caenorhabditis elegans]"
229 "gi|665410162|ref|NP_001287010.1| CG6767, isoform H [Drosophila melanogaster]" "gi|453231966|ref|NP_498585.3| Protein R151.2, isoform b [Caenorhabditis elegans]"
230 "gi|665410162|ref|NP_001287010.1| CG6767, isoform H [Drosophila melanogaster]" "gi|453231968|ref|NP_498587.2| Protein R151.2, isoform c [Caenorhabditis elegans]"
231 "gi|665410162|ref|NP_001287010.1| CG6767, isoform H [Drosophila melanogaster]" "gi|392927249|ref|NP_001257131.1| Protein W04G3.5, isoform a [Caenorhabditis elegans]"
232 "gi|665410162|ref|NP_001287010.1| CG6767, isoform H [Drosophila melanogaster]" "gi|392927247|ref|NP_001257130.1| Protein W04G3.5, isoform b [Caenorhabditis elegans]"
233 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392926425|ref|NP_509204.3| Protein LAM-2 [Caenorhabditis elegans]"
234 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392900546|ref|NP_001255501.1| Protein EPI-1, isoform d [Caenorhabditis elegans]"
235 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392900542|ref|NP_001255500.1| Protein EPI-1, isoform c [Caenorhabditis elegans]"
236 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392898988|ref|NP_500734.3| Protein LAM-1 [Caenorhabditis elegans]"
237 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892567|ref|NP_001254446.1| Protein UNC-52, isoform o [Caenorhabditis elegans]"
238 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892558|ref|NP_001254443.1| Protein UNC-52, isoform j [Caenorhabditis elegans]"
239 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892556|ref|NP_001254442.1| Protein UNC-52, isoform i [Caenorhabditis elegans]"
240 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892563|ref|NP_001254445.1| Protein UNC-52, isoform n [Caenorhabditis elegans]"
241 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892551|ref|NP_001254440.1| Protein UNC-52, isoform k [Caenorhabditis elegans]"
242 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892560|ref|NP_001254444.1| Protein UNC-52, isoform m [Caenorhabditis elegans]"
243 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892554|ref|NP_001254441.1| Protein UNC-52, isoform d [Caenorhabditis elegans]"
244 "gi|665410160|ref|NP_001287009.1| laminin B2, isoform B [Drosophila melanogaster]" "gi|392892549|ref|NP_001254439.1| Protein UNC-52, isoform l [Caenorhabditis elegans]"
245 "gi|665410152|ref|NP_001287005.1| pleiohomeotic like, isoform B [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
246 "gi|665410136|ref|NP_001286999.1| Kinesin-like protein at 67A, isoform C [Drosophila melanogaster]" "gi|392926164|ref|NP_001257034.1| Protein KLP-13, isoform c [Caenorhabditis elegans]"
247 "gi|665410136|ref|NP_001286999.1| Kinesin-like protein at 67A, isoform C [Drosophila melanogaster]" "gi|392899779|ref|NP_001255329.1| Protein KLP-11, isoform e [Caenorhabditis elegans]"
248 "gi|665410136|ref|NP_001286999.1| Kinesin-like protein at 67A, isoform C [Drosophila melanogaster]" "gi|392921854|ref|NP_001256586.1| Protein BMK-1, isoform a [Caenorhabditis elegans]"
249 "gi|665410136|ref|NP_001286999.1| Kinesin-like protein at 67A, isoform C [Drosophila melanogaster]" "gi|392921856|ref|NP_001256587.1| Protein BMK-1, isoform b [Caenorhabditis elegans]"
250 "gi|665410136|ref|NP_001286999.1| Kinesin-like protein at 67A, isoform C [Drosophila melanogaster]" "gi|453231794|ref|NP_741019.3| Protein UNC-104, isoform a [Caenorhabditis elegans]"
251 "gi|665410136|ref|NP_001286999.1| Kinesin-like protein at 67A, isoform C [Drosophila melanogaster]" "gi|453231792|ref|NP_001022041.2| Protein UNC-104, isoform b [Caenorhabditis elegans]"
252 "gi|665410110|ref|NP_648288.2| tequila, isoform G [Drosophila melanogaster]" "gi|392899625|ref|NP_501379.2| Protein SVH-1 [Caenorhabditis elegans]"
253 "gi|665410108|ref|NP_001163393.2| tequila, isoform F [Drosophila melanogaster]" "gi|392899625|ref|NP_501379.2| Protein SVH-1 [Caenorhabditis elegans]"
254 "gi|665410098|ref|NP_001286988.1| CG5660, isoform B [Drosophila melanogaster]" "gi|392919627|ref|NP_505070.3| Protein VARS-1 [Caenorhabditis elegans]"
255 "gi|665410081|ref|NP_001286985.1| fear-of-intimacy, isoform D [Drosophila melanogaster]" "gi|392902298|ref|NP_503096.2| Protein TAG-141 [Caenorhabditis elegans]"
256 "gi|665410068|ref|NP_001286979.1| CG7182, isoform B [Drosophila melanogaster]" "gi|392897138|ref|NP_001255200.1| Protein F11F1.1, isoform b [Caenorhabditis elegans]"
257 "gi|665410068|ref|NP_001286979.1| CG7182, isoform B [Drosophila melanogaster]" "gi|392897136|ref|NP_001255199.1| Protein F11F1.1, isoform a [Caenorhabditis elegans]"
258 "gi|665410053|ref|NP_001286975.1| sunday driver, isoform K [Drosophila melanogaster]" "gi|392896134|ref|NP_001255008.1| Protein UNC-16, isoform e [Caenorhabditis elegans]"
259 "gi|665410053|ref|NP_001286975.1| sunday driver, isoform K [Drosophila melanogaster]" "gi|392896138|ref|NP_001255009.1| Protein UNC-16, isoform f [Caenorhabditis elegans]"
260 "gi|665410039|ref|NP_001286972.1| ankyrin 2, isoform AA [Drosophila melanogaster]" "gi|392900688|ref|NP_001040943.3| Protein KDIN-1, isoform b [Caenorhabditis elegans]"
261 "gi|665410039|ref|NP_001286972.1| ankyrin 2, isoform AA [Drosophila melanogaster]" "gi|392900686|ref|NP_001040942.3| Protein KDIN-1, isoform a [Caenorhabditis elegans]"
